Name,Description,Location,Location On Hand,Location Committed,Location Available
N7697S-F2182,HomePop Medium Storage Ottoman - Slate Grey,KFHQ,99,1,98
N7697S-F2182,HomePop Medium Storage Ottoman - Slate Grey,KFNJ,39,4,35
N7718-F1158,Carolina Tufted Bench With Nailhead Trim,KFHQ,98,2,96
N7718-F1158,Carolina Tufted Bench With Nailhead Trim,KFNJ,,,
N8085PB-E074,HomePop Pet Bed Bench,KFHQ,43,6,37
N8085PB-E074,HomePop Pet Bed Bench,KFNJ,39,6,33
N8264-A848,Button Tufted Round Storage Ottoman - Navy Floral,KFHQ : KFHQQU,35,,
N8264-A848,Button Tufted Round Storage Ottoman - Navy Floral,KFHQ,,,
N8264-A848,Button Tufted Round Storage Ottoman - Navy Floral,KFNJ,,,
N8264-B119,Button Tufted Velvet Berry Round Storage Ottoman,KFNJ,,,
N8264-B119,Button Tufted Velvet Berry Round Storage Ottoman,KFHQ,76,22,54
N8264-E697,HomePop Large Faux Leather Tufted Round Storage Ottoman - Brown,KFNJ,102,28,74
N8264-E697,HomePop Large Faux Leather Tufted Round Storage Ottoman - Brown,KFHQ,115,26,89
N8264-E903,HomePop Large Tufted Round Storage Ottoman - Gray Faux Leather,KFNJ,20,9,11
N8264-E903,HomePop Large Tufted Round Storage Ottoman - Gray Faux Leather,KFHQ,17,5,12
N8264-F1044,Button Tufted Round Storage Ottoman Brown and Tel Paisley,KFNJ,126,7,119
N8264-F1044,Button Tufted Round Storage Ottoman Brown and Tel Paisley,KFHQ,107,7,100
N8264-F1077,Tan and Cream Tweed Tufted Storage Ottoman,KFNJ,61,5,56
N8264-F1077,Tan and Cream Tweed Tufted Storage Ottoman,KFHQ,85,3,82
N8264-F1399,HomePop Button Tufted Round Storage Ottoman - Tan Woven,KFHQ,4,,4
N8264-F1399,HomePop Button Tufted Round Storage Ottoman - Tan Woven,KFNJ,,,
N8264-F2110,HomePop Large Tufted Round Storage Ottoman - Navy,KFNJ : KFNJQU,1,,
N8264-F2110,HomePop Large Tufted Round Storage Ottoman - Navy,KFHQ,54,19,35
N8264-F2110,HomePop Large Tufted Round Storage Ottoman - Navy,KFNJ,,,
N8264-F2111,HomePop Large Tufted Round Storage Ottoman - Dark Gray,KFHQ,199,5,194
N8264-F2111,HomePop Large Tufted Round Storage Ottoman - Dark Gray,KFNJ,131,16,115
N8264-F2206,HomePop Large Tufted Round Storage Ottoman - Light Blue,KFNJ,1,1,
N8264-F2206,HomePop Large Tufted Round Storage Ottoman - Light Blue,KFHQ : KFHQQU,7,,
N8264-F2206,HomePop Large Tufted Round Storage Ottoman - Light Blue,KFHQ,50,1,49
N8264-F2207,HomePop Large Tufted Round Storage Ottoman - Light Tan,KFHQ,81,3,78
N8264-F2207,HomePop Large Tufted Round Storage Ottoman - Light Tan,KFNJ,282,23,259
N8264-YDQY-2,HomePop Large Tufted Round Storage Ottoman - Distressed Brown Faux Leather,KFHQ,,,
N8264-YDQY-2,HomePop Large Tufted Round Storage Ottoman - Distressed Brown Faux Leather,KFNJ,,,
N8521-E208,Storage Cocktail Bench,KFNJ,,,
N8521-E208,Storage Cocktail Bench,KFHQ,133,2,131
Open AP Item,- None -,- None -,,,
Open AR Item,- None -,- None -,,,
PARTS,PARTS,- None -,,,
PROMOTION,- None -,- None -,,,
PROVISION,- None -,- None -,,,
RETURN/DEFECTIVE,- None -,- None -,,,
SAMPLES,SAMPLES,- None -,,,
